T24,CO2 emission estimates,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
531,Curaçao,2018,Emissions per capita (metric tons of carbon dioxide),17.4,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,1975,Emissions (thousand metric tons of carbon dioxide),"1,658",Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,1985,Emissions (thousand metric tons of carbon dioxide),"2,765",Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2005,Emissions (thousand metric tons of carbon dioxide),"7,048",Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2010,Emissions (thousand metric tons of carbon dioxide),"7,261",Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2015,Emissions (thousand metric tons of carbon dioxide),"5,901",Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2016,Emissions (thousand metric tons of carbon dioxide),"6,269",Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2017,Emissions (thousand metric tons of carbon dioxide),"6,377",Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2018,Emissions (thousand metric tons of carbon dioxide),"6,310",Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,1975,Emissions per capita (metric tons of carbon dioxide),3.3,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,1985,Emissions per capita (metric tons of carbon dioxide),5.1,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2005,Emissions per capita (metric tons of carbon dioxide),9.6,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2010,Emissions per capita (metric tons of carbon dioxide),8.9,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2015,Emissions per capita (metric tons of carbon dioxide),7.0,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2016,Emissions per capita (metric tons of carbon dioxide),7.4,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2017,Emissions per capita (metric tons of carbon dioxide),7.5,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
196,Cyprus,2018,Emissions per capita (metric tons of carbon dioxide),7.3,Excluding northern Cyprus.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,1975,Emissions (thousand metric tons of carbon dioxide),"154,982",Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,1985,Emissions (thousand metric tons of carbon dioxide),"175,254",Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2005,Emissions (thousand metric tons of carbon dioxide),"118,370",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2010,Emissions (thousand metric tons of carbon dioxide),"112,460",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2015,Emissions (thousand metric tons of carbon dioxide),"99,425",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2016,Emissions (thousand metric tons of carbon dioxide),"101,160",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2017,Emissions (thousand metric tons of carbon dioxide),"101,691",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2018,Emissions (thousand metric tons of carbon dioxide),"100,749",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,1975,Emissions per capita (metric tons of carbon dioxide),15.4,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,1985,Emissions per capita (metric tons of carbon dioxide),17.0,Refers to Czechia and Slovakia.,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2005,Emissions per capita (metric tons of carbon dioxide),11.6,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2010,Emissions per capita (metric tons of carbon dioxide),10.7,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2015,Emissions per capita (metric tons of carbon dioxide),9.4,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2016,Emissions per capita (metric tons of carbon dioxide),9.6,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2017,Emissions per capita (metric tons of carbon dioxide),9.6,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
203,Czechia,2018,Emissions per capita (metric tons of carbon dioxide),9.5,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,1975,Emissions (thousand metric tons of carbon dioxide),"78,599",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,1985,Emissions (thousand metric tons of carbon dioxide),"129,448",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2005,Emissions (thousand metric tons of carbon dioxide),"75,340",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2010,Emissions (thousand metric tons of carbon dioxide),"49,293",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2015,Emissions (thousand metric tons of carbon dioxide),"22,546",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2016,Emissions (thousand metric tons of carbon dioxide),"27,296",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2017,Emissions (thousand metric tons of carbon dioxide),"19,580",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2018,Emissions (thousand metric tons of carbon dioxide),"15,322",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,1975,Emissions per capita (metric tons of carbon dioxide),4.8,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,1985,Emissions per capita (metric tons of carbon dioxide),6.9,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2005,Emissions per capita (metric tons of carbon dioxide),3.2,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2010,Emissions per capita (metric tons of carbon dioxide),2.0,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2015,Emissions per capita (metric tons of carbon dioxide),0.9,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2016,Emissions per capita (metric tons of carbon dioxide),1.1,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2017,Emissions per capita (metric tons of carbon dioxide),0.8,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
408,Dem. People's Rep. Korea,2018,Emissions per capita (metric tons of carbon dioxide),0.6,,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
180,Dem. Rep. of the Congo,1975,Emissions (thousand metric tons of carbon dioxide),"2,621",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
180,Dem. Rep. of the Congo,1985,Emissions (thousand metric tons of carbon dioxide),"3,254",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
180,Dem. Rep. of the Congo,2005,Emissions (thousand metric tons of carbon dioxide),"1,282",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
180,Dem. Rep. of the Congo,2010,Emissions (thousand metric tons of carbon dioxide),"1,869",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
180,Dem. Rep. of the Congo,2015,Emissions (thousand metric tons of carbon dioxide),"2,735",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
180,Dem. Rep. of the Congo,2016,Emissions (thousand metric tons of carbon dioxide),"1,979",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
180,Dem. Rep. of the Congo,2017,Emissions (thousand metric tons of carbon dioxide),"2,202",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
180,Dem. Rep. of the Congo,2018,Emissions (thousand metric tons of carbon dioxide),"2,123",,"International Energy Agency, IEA World Energy Balances 2020 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed July 2021."
